"title","authors","year","preregistration","topic","patients","age_mean","age_min","age_max","age_group","age_range","new_data","sample_size","setting","modality","meeg_num_electrodes","meg_num_grad","meg_num_mag","meeg_sfreq_orig","meeg_sfreq_final","meeg_layout","eeg_locations","length_min","ecg_num_electrodes","ecg_lead","ecg_locations","ecg_ground","ecg_sfreq_orig","ecg_sfreq_final","ecg_high_pass","ecg_low_pass","ecg_event_method","ecg_event_toolbox","reference_online","reference_offline","high_pass","low_pass","ICA","ica_on_epochs","rejected_components","rejected_cardiac_ics","cfa_rej_approach","cfa_rej_criteria","other_cfa_removal_strategy","other_cleaning_strategy","hep_eeg_channels_selected","hep_meg_channels_selected","groups","conditions","trials","trial_estimation","trials_Mean","trials_SD","trials_original","hep_window_type","hep_relative_to","hep_start","hep_end","baseline_start_ms","baseline_end_ms","hypothesis","value","averaging_channels","averaging_time","statistics","clustering","permutations","significant_test","significant_eeg_channels","significant_relative_to","significant_start_ms","significant_end_ms","controls","source","baseline_defined","method_category","has_resting","has_task","study_category","clean_noisy_epochs","clean_bad_channels","reject_cfa_ics","cfa_minimal_rr","cfa_use_minimal_rr","cfa_use_minimal_artifact_window","cfa_csd","cfa_regress","cfa_pca","cfa_subtract_rest","reference_category","baseline_category","determination_category","window_type_category","journal","journal_full","paper","PMID"
"Conscious processing of global and local auditory irregularities causes differentiated heartbeat-evoked responses","Candia-Rivera D, Raimondo F, Pérez P, Naccache L, Tallon-Baudry C, Sitt JD.",2023,0,"Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Perception/Exteroception/Auditory, Cognitive processes/Prediction/Deviant",1,,,,"unknown","unknown",1,86,"0","EEG",256,"na","na",250,250,"GSN-HydroCel-257","",,"0","None","none","none",250,250,1,25,"unknown","unknown","Cz","Common average",1,25,"1","0","unknown",,"","","RR at least 500 ms","Noisy epochs, Bad Channels","Fp1, Fpz, Fp2, AF7, AF3, AFz, AF4, AF8, F7, F5, F3, F1, Fz, F2, F4, F6, F8, FT7, FC5, FC3, FC1, FCz, FC2, FC4, FC6, FT8, T7, C5, C3, C1, Cz, C2, C4, C6, T8, TP7, CP5, CP3, CP1, CPz, CP2, CP4, CP6, TP8, P7, P5, P3, P1, Pz, P2, P4, P6, P8, PO7, PO3, POz, PO4, PO8, O1, Oz, O2, Iz","na",2,1,"[est170]","est number of trials for a condition = 2blocks*200000/(850+1500)",170,,,"Primary","R-peak",0,500,,,"Group/Condition Differences","Amplitude","0","0","Non-parametric comparison","1",10000,"1","AF4, F2, F4, F6, FC2, FC4, FC6, C2, C4, C6, CP2, CP4, CP6, P2, P4, P6, P8, TP7, P7, P5, PO7, PO8, AF3, F3, F1, FC3","R-peak",400,412,"Surrogate heartbeats","pubmed","Unknown","Clustering",TRUE,TRUE,"Both",TRUE,TRUE,FALSE,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","Elife","eLife","Candia-Rivera et al. (2023a)",37888955
"Conscious processing of global and local auditory irregularities causes differentiated heartbeat-evoked responses","Candia-Rivera D, Raimondo F, Pérez P, Naccache L, Tallon-Baudry C, Sitt JD.",2023,0,"Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Perception/Exteroception/Auditory, Cognitive processes/Prediction/Deviant",1,,,,"unknown","unknown",1,86,"0","EEG",256,"na","na",250,250,"GSN-HydroCel-257","",,"0","None","none","none",250,250,1,25,"unknown","unknown","Cz","Common average",1,25,"1","0","unknown",,"","","RR at least 500 ms","Noisy epochs, Bad Channels","AF4, F2, F4, F6, FC2, FC4, FC6, C2, C4, C6, CP2, CP4, CP6, Pz, P2, P4, P6, P8, TP7, P7, P5, POz, PO4, PO7, PO8, AF3, F3, F1, FC3, Oz, O2","na",2,1,"[est170]","est number of trials for a condition = 2blocks*200000/(850+1500)",170,,,"Secondary","R-peak",112,412,,,"Group/Condition Differences","Amplitude","1","1","Classification","0",,"none","","",,,"","pubmed","Unknown","Averaging",TRUE,TRUE,"Both",TRUE,TRUE,FALSE,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","Elife","eLife","Candia-Rivera et al. (2023a)",37888955
"Conscious processing of global and local auditory irregularities causes differentiated heartbeat-evoked responses","Candia-Rivera D, Raimondo F, Pérez P, Naccache L, Tallon-Baudry C, Sitt JD.",2023,0,"Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Perception/Exteroception/Auditory, Cognitive processes/Prediction/Deviant",1,,,,"unknown","unknown",1,86,"1","EEG",256,"na","na",250,250,"GSN-HydroCel-257","",,"0","None","none","none",250,250,1,25,"unknown","unknown","Cz","Common average",1,25,"1","0","unknown",,"","","RR at least 500 ms","Noisy epochs, Bad Channels","Fp1, Fpz, Fp2, AF7, AF3, AFz, AF4, AF8, F7, F5, F3, F1, Fz, F2, F4, F6, F8, FT7, FC5, FC3, FC1, FCz, FC2, FC4, FC6, FT8, T7, C5, C3, C1, Cz, C2, C4, C6, T8, TP7, CP5, CP3, CP1, CPz, CP2, CP4, CP6, TP8, P7, P5, P3, P1, Pz, P2, P4, P6, P8, PO7, PO3, POz, PO4, PO8, O1, Oz, O2, Iz","na",2,1,"[est170]","est number of trials for a condition = 2blocks*200000/(850+1500)",170,,,"Primary","R-peak",0,500,,,"Group/Condition Differences","Amplitude","0","0","Non-parametric comparison","1",10000,"1","P5, P3, PO7, PO3","R-peak",210,260,"","pubmed","Unknown","Clustering",TRUE,TRUE,"Both",TRUE,TRUE,FALSE,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","Elife","eLife","Candia-Rivera et al. (2023a)",37888955
"Elevated EEG heartbeat-evoked potentials in adolescents with more ADHD symptoms","Rapp L, Mai-Lippold SA, Georgiou E, Pollatos O.",2023,0,"Perception/Interoception/Cardiac, Patients/Neurological/Neurodevelopmental/Attention deficit hyperactivity disorder (ADHD), Perception/Exteroception/Visual/Emotion recognition, Age group/Adolescents",1,14.29,12.76,15.82,"Adolescents","14.29+-1.53",1,47,"0","EEG",62,"na","na",1000,1000,"easycap-M10","",,"2","N/C","Right clavicle, Left chest","unknown",1000,1000,,,"unknown","unknown","Cz","unknown",0.05,20,"1","1","CFA, Eye movements, Blinks",3,"Manual","Topography, Power spectrum, Time course","limit analysis to time of minimal artifact","Noisy epochs","","na",1,1,"452+-100","",452,100,452,"Primary","R-peak",360,500,-200,0,"Correlation","Amplitude","1","1","ANOVA","0",,"1","","",,,"Correlation HEP-ECG","pubmed","Yes","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Averaging","Primary","Biol Psychol","Biological Psychology","Rapp et al. (2023)",37775030
"Elevated EEG heartbeat-evoked potentials in adolescents with more ADHD symptoms","Rapp L, Mai-Lippold SA, Georgiou E, Pollatos O.",2023,0,"Perception/Interoception/Cardiac, Patients/Neurological/Neurodevelopmental/Attention deficit hyperactivity disorder (ADHD), Perception/Exteroception/Visual/Emotion recognition, Age group/Adolescents",1,14.29,12.76,15.82,"Adolescents","14.29+-1.53",1,47,"0","EEG",62,"na","na",1000,1000,"easycap-M10","",,"2","N/C","Right clavicle, Left chest","unknown",1000,1000,,,"unknown","unknown","Cz","unknown",0.05,20,"1","1","CFA, Eye movements, Blinks",3,"Manual","Topography, Power spectrum, Time course","limit analysis to time of minimal artifact","Noisy epochs","","na",1,1,"452+-100","",452,100,452,"Primary","R-peak",360,500,-200,0,"Correlation","Amplitude","1","1","Regression","0",,"1","","",,,"Correlation HEP-ECG","pubmed","Yes","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Averaging","Primary","Biol Psychol","Biological Psychology","Rapp et al. (2023)",37775030
"Reduced concentration performance and heartbeat-evoked potential in individuals with a history of a SARS-CoV-2 infection","Kamp SM, Buntić N, Amtmann J, Scharpf A, Schönen A, Wagner L, Schulz A.",2023,0,"SARS-CoV-2, Perception/Exteroception/Visual/Oddball, Evoked responses/P300",0,24.89,16.15,34.75,"Adults","25.45+-9.3, 24.33+-4.8",1,46,"1","EEG",32,"na","na",500,500,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FC5, FC1, FCz, FC2, FC6, T7, C3, Cz, C4, T8, CP5, CP1, CP2, CP6, P7, P3, Pz, P4, P8, O1, O2",5,"2","Lead II","Right wrist, Left Leg","Az",500,500,,,"unknown","BrainVision Analyzer","FCz","Linked mastoids",20,125,"1","1","Blinks, Eye movements",,"","","limit analysis to time of minimal artifact","Noisy Epochs","Cz, CP1, CP2, Pz","na",2,1,"[est300]","est number of trials = rest recording length (5 min) * 60 bpm",300,,,"Primary","R-peak",450,700,,,"Group/Condition Differences","Amplitude","0","0","ANOVA","1",10000,"1","Cz, CP1, CP2, Pz","R-peak",560,620,"Control time window","pubmed","Unknown","Clustering",TRUE,FALSE,"Rest",TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Clustering","Primary","Neurosci Lett","Neuroscience Letters","Kamp et al. (2023)",37652352
"Modulation of heartbeat-evoked potential and cardiac cycle effect by auditory stimuli","Tanaka Y, Ito Y, Terasawa Y, Umeda S.",2023,0,"Perception/Exteroception/Auditory/Oddball, Physiology/Cardiac cycle phase, Evoked responses/P300, Methodology/Heartbeat-stimulus synchronicity",0,21.39,19.33,23.45,"Adults","21.39+-2.06",1,28,"0","EEG",64,"na","na",500,250,"GSN-HydroCel-65","",,"2","N/C","Right wrist, Right leg","unknown",500,500,,,"unknown","unknown","Cz","Common average",0.1,30,"1","0","Eye movements, Muscle, CFA, Line noise, Channel noise",,"Automatic","ICLabel","","","Fz","na",1,3,"450","",450,,450,"Primary","R-peak",0,600,,,"Group/Condition Differences","Amplitude","0","0","F-test","0",5000,"1","Fz","R-peak",40,600,"HR, ECG","pubmed","Unknown","Other",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","None","Primary","Biol Psychol","Biological Psychology","Tanaka et al. (2023)",37490801
"Reduced Heartbeat-Evoked Responses in a Near-Death Case Report","Candia-Rivera D, Machado C.",2023,0,"Patients/Cardiovascular/Ventricular fibrillation, Patients/Case report",1,66,66,66,"Adults","66",1,1,"1","EEG",19,"na","na",200,200,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2",19,"1","N/C","unknown","unknown",200,200,,,"unknown","unknown","unknown","Common average",1,45,"1","0","Eye movements, muscle, CFA",,"unknown","unknown","RR at least 500 ms","Noisy epochs","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2","na",1,19,"[est60]","est number of trials = 60 bpm because 1 minute intervals were used for analysis",60,,,"Primary","R-peak",-100,500,,,"Group/Condition Differences","Amplitude","0","0","none","0",,"none","","",,,"","pubmed","Unknown","Other",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","None","Primary","J Clin Neurol","Journal of Clinical Neurology","Candia-Rivera et al. (2023b)",37455508
"Cardiac interoception in infants: Behavioral and neurophysiological measures in various emotional and self-related contexts","Weijs ML, Daum MM, Lenggenhager B.",2023,0,"Methodology/Heartbeat-stimulus synchronicity, Perception/Exteroception/Visual/Self-recognition, Perception/Exteroception/Visual/Emotion recognition, Age group/Infants",0,0.52,0.47,0.57,"Infants","0.52+-0.05",1,22,"0","EEG",128,"na","na",500,500,"GSN-HydroCel-129","",,"2","Lead II","Left chest, Right clavicle","unknown",500,500,,,"deCarvalho2002","HEPLAB","Cz","Common average",0.3,30,"0",,"",,"","","RR at least 350 ms","Bad Channels, Noisy epochs","","na",1,2,"55+-26","",55,26,55,"Primary","R-peak",-100,350,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",1000,"0","","",,,"","pubmed","No","Clustering",FALSE,TRUE,"Task",TRUE,TRUE,FALSE,350,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","No","Clustering","Primary","Psychophysiology","Psychophysiology","Weijs et al. (2023)",37421217
"Cardiac interoception in infants: Behavioral and neurophysiological measures in various emotional and self-related contexts","Weijs ML, Daum MM, Lenggenhager B.",2023,0,"Methodology/Heartbeat-stimulus synchronicity, Perception/Exteroception/Visual/Self-recognition, Perception/Exteroception/Visual/Emotion recognition, Age group/Infants",0,0.52,0.47,0.57,"Infants","0.52+-0.05",1,22,"0","EEG",128,"na","na",500,500,"GSN-HydroCel-129","",,"2","Lead II","Left chest, Right clavicle","unknown",500,500,,,"deCarvalho2002","HEPLAB","Cz","Common average",0.3,30,"0",,"",,"","","RR at least 350 ms","Bad Channels, Noisy epochs","","na",1,1,"258","",258,,258,"Primary","R-peak",-100,350,,,"Correlation","Amplitude","1","0","Correlation","0",,"0","","",,,"","pubmed","No","Other",FALSE,TRUE,"Task",TRUE,TRUE,FALSE,350,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","No","Clustering","Primary","Psychophysiology","Psychophysiology","Weijs et al. (2023)",37421217
"Increased neurocardiological interplay after mindfulness meditation: a brain oscillation-based approach","Gao J, Sun R, Leung HK, Roberts A, Wu BWY, Tsang EW, Tang ACW, Sik HH.",2023,0,"Manipulation/Meditation/Mindfulness meditation",0,35.7,35.7,35.7,"Adults","35.7",1,11,"0","EEG",128,"na","na",1000,1000,"QuikCap_NSL_128","",10,"2","Lead I","Right clavicle, Left clavicle","unknown",1000,1000,,,"Niazy2005","FMRIB","left mastoid","linked mastoids",,,"1","0","CFA, Eye movements, Blinks",,"unknown","unknown","","","","na",1,2,"[est600]","est number of trials = rest recording length (10 min) * 60 bpm",600,,,"Primary","R-peak",-200,600,,,"Group/Condition Differences","Amplitude","0","0","t-test","0",,"0","","",,,"","pubmed","Unknown","Other",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","None","Primary","Front Hum Neurosci","Frontiers in Human Neuroscience","Gao et al. (2023)",37405324
"Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,47,16,78,"Adults","16-78",1,29,"1","EEG",19,"na","na",200,200,"standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz",5,"2","N/C","Sternum, V2, V5","unknown",200,200,,,"unknown","unknown","Linked earlobes","Common average",1,45,"1","0","Eye movements, CFA",,"Manual","unknown","RR at least 400 ms","Noisy Epochs","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","na",6,1,"[est300]","est number of trials = rest recording length (5 min) * 60 bpm",300,,,"Primary","R-peak",200,400,,,"Group/Condition Differences","Amplitude","0","1","Non-parametric comparison","0",10000,"1","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","",,,"Surrogate heartbeats","pubmed","Unknown","Averaging",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Eur J Neurosci","European Journal of Neuroscience","Candia-Rivera et al. (2023c)",37382151
"Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,47,16,78,"Adults","16-78",1,29,"1","EEG",19,"na","na",200,200,"standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz",5,"2","N/C","Sternum, V2, V5","unknown",200,200,,,"unknown","unknown","Linked earlobes","Common average",1,45,"1","0","Eye movements, CFA",,"Manual","unknown","RR at least 400 ms","Noisy Epochs","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","na",6,1,"[est300]","est number of trials = rest recording length (5 min) * 60 bpm",300,,,"Primary","R-peak",200,400,,,"Group/Condition Differences","Lempel-Ziv complexity","0","0","Non-parametric comparison","0",10000,"1","","",,,"Surrogate heartbeats","pubmed","Unknown","Other",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Eur J Neurosci","European Journal of Neuroscience","Candia-Rivera et al. (2023c)",37382151
"Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,47,16,78,"Adults","16-78",1,29,"1","EEG",19,"na","na",200,200,"standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz",5,"2","N/C","Sternum, V2, V5","unknown",200,200,,,"unknown","unknown","Linked earlobes","Common average",1,45,"1","0","Eye movements, CFA",,"Manual","unknown","RR at least 400 ms","Noisy Epochs","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","na",6,1,"[est300]","est number of trials = rest recording length (5 min) * 60 bpm",300,,,"Primary","R-peak",200,400,,,"Group/Condition Differences","Segregation-Integration index","0","0","Non-parametric comparison","0",10000,"1","","",,,"Surrogate heartbeats","pubmed","Unknown","Other",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Eur J Neurosci","European Journal of Neuroscience","Candia-Rivera et al. (2023c)",37382151
"Multidimensional assessment of heartbeat-evoked responses in disorders of consciousness","Candia-Rivera D, Machado C.",2023,0,"Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS), Patients/Disorders of consciousness/Unresponsive wakefulness syndrome (UWS), Patients/Neurological/Brain death, Patients/Neurological/Locked-in syndrome",1,47,16,78,"Adults","16-78",1,29,"1","EEG",19,"na","na",200,200,"standard19","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz",5,"2","N/C","Sternum, V2, V5","unknown",200,200,,,"unknown","unknown","Linked earlobes","Common average",1,45,"1","0","Eye movements, CFA",,"Manual","unknown","RR at least 400 ms","Noisy Epochs","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","na",6,1,"[est300]","est number of trials = rest recording length (5 min) * 60 bpm",300,,,"Primary","R-peak",100,400,,,"Group/Condition Differences","Wavelet entropy","0","1","Non-parametric comparison","0",10000,"1","Fp1, Fp2, F3, F4, C3, C4, P3, P4, O1, O2, F7, F8, T3, T4, T5, T6, Fz, Cz, Pz","",,,"Surrogate heartbeats","pubmed","Unknown","Averaging",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Eur J Neurosci","European Journal of Neuroscience","Candia-Rivera et al. (2023c)",37382151
"Allostatic-interoceptive anticipation of social rejection","Migeot J, Hesse E, Fittipaldi S, Mejía J, Fraile M, García AM, García MDC, Ortega R, Lawlor B, Lopez V, Ibáñez A.",2023,0,"Cognitive processes/Prediction, Perception/Social/Rejection, Age group/Adolescents",0,12.96,9.44,16.48,"Adolescents","12.96+-3.52",1,57,"0","EEG",64,"na","na",2048,512,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P5, P1, P2, P6, PO7, PO3, POz, PO4, PO8",,"unknown","N/M","unknown","unknown",2048,2048,,,"unknown","unknown","Linked mastoids","Common average",0.1,40,"1","0","Eye movements, CFA, Blinks",,"unknown","unknown","limit analysis to time of minimal artifact","Bad channels","Fp1, AF7, AF3, F7, F5, F3, FT7, FC5, FC3, Fpz, AFz, F1, Fz, F2, FC1, FCz, FC2, Fp2, AF4, AF8, F4, F6, F8, FC4, FC6, FT8","na",1,2,"[est88]","est number of trials = minimal percent of trials per condition x 2 sec per trial",88,,,"Primary","R-peak",200,600,-200,0,"Group/Condition Differences","Amplitude","1","0","unknown","0",5000,"1","Fp1, AF7, AF3, F7, F5, F3, FT7, FC5, FC3","R-peak",350,500,"","pubmed","Yes","Other",FALSE,TRUE,"Task",FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","None","Primary","Neuroimage","NeuroImage","Migeot et al. (2023)",37245560
"Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,39.8,29.1,50.5,"Adults","39.8+-10.7",1,19,"0","EEG",32,"na","na",256,256,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FC5, FC1, FC2, FC6, T7, C3, Cz, C4, T8, CP5, CP1, CP2, CP6, P7, P3, Pz, P4, P8, O1, Oz, O2",5,"2","Lead I","Right clavicle, Left clavicle","unknown",256,256,,,"Librow","Librow","[Cz-Pz]","Linked earlobes",0.3,30,"1","0","unknown",,"","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",1,2,"200","",200,,200,"Primary","R-peak",455,595,,,"Group/Condition Differences","Amplitude","0","1","Non-parametric comparison","0",,"0","","",,,"ECG, HR, sex","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","J Neurol Neurosurg Psychiatry","Journal of Neurology, Neurosurgery & Psychiatry","Elkommos et al. (2023)",37230745
"Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,39.8,29.1,50.5,"Adults","39.8+-10.7",1,25,"0","EEG",32,"na","na",256,256,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FC5, FC1, FC2, FC6, T7, C3, Cz, C4, T8, CP5, CP1, CP2, CP6, P7, P3, Pz, P4, P8, O1, Oz, O2",5,"2","Lead I","Right clavicle, Left clavicle","unknown",256,256,,,"Librow","Librow","[Cz-Pz]","Linked earlobes",0.3,30,"1","0","unknown",,"","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",1,2,"200","",200,,200,"Primary","R-peak",455,595,,,"Group/Condition Differences","Amplitude","0","1","Non-parametric comparison","0",,"1","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","",,,"ECG, HR, sex","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","J Neurol Neurosurg Psychiatry","Journal of Neurology, Neurosurgery & Psychiatry","Elkommos et al. (2023)",37230745
"Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,37.95,26.7,50.5,"Adults","39.8+-10.7, 36.1+-9.4",1,44,"0","EEG",32,"na","na",256,256,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FC5, FC1, FC2, FC6, T7, C3, Cz, C4, T8, CP5, CP1, CP2, CP6, P7, P3, Pz, P4, P8, O1, Oz, O2",5,"2","Lead I","Right clavicle, Left clavicle","unknown",256,256,,,"Librow","Librow","[Cz-Pz]","Linked earlobes",0.3,30,"1","0","unknown",,"","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",2,1,"200","",200,,200,"Primary","R-peak",455,595,,,"Group/Condition Differences","Amplitude","0","1","Non-parametric comparison","0",,"1","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","",,,"ECG, HR, sex","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","J Neurol Neurosurg Psychiatry","Journal of Neurology, Neurosurgery & Psychiatry","Elkommos et al. (2023)",37230745
"Changes in the heartbeat-evoked potential are associated with functional seizures","Elkommos S, Martin-Lopez D, Koreki A, Jolliffe C, Kandasamy R, Mula M, Critchley HD, Edwards MJ, Garfinkel S, Richardson MP, Yogarajah M.",2023,0,"Patients/Neurological/Functional (dissociative) seizures, Patients/Neurological/Epilepsy",1,37.95,26.7,50.5,"Adults","39.8+-10.7, 36.1+-9.4",1,44,"0","EEG",32,"na","na",256,256,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FC5, FC1, FC2, FC6, T7, C3, Cz, C4, T8, CP5, CP1, CP2, CP6, P7, P3, Pz, P4, P8, O1, Oz, O2",5,"2","Lead I","Right clavicle, Left clavicle","unknown",256,256,,,"Librow","Librow","[Cz-Pz]","Linked earlobes",0.3,30,"1","0","unknown",,"","","RR at least 700 ms","Noisy epochs","F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8","na",1,1,"400","",400,,400,"Primary","R-peak",455,595,,,"Correlation","Amplitude","0","1","Correlation","0",,"0","","",,,"ECG, HR, sex","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","J Neurol Neurosurg Psychiatry","Journal of Neurology, Neurosurgery & Psychiatry","Elkommos et al. (2023)",37230745
