PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31045914","Noninvasive Neurological Monitoring in Extracorporeal Membrane Oxygenation","Cho SM, Ziai W, Mayasi Y, Gusdon AM, Creed J, Sharrock M, Stephens RS, Choi CW, Ritzl EK, Suarez J, Whitman G, Geocadin RG.","ASAIO J. 2020 Apr;66(4):388-393. doi: 10.1097/MAT.0000000000001013.","Cho SM","ASAIO J","2020","2019/05/03","","","10.1097/MAT.0000000000001013"
"30870769","Heightened sensitivity to panic-related sounds with reduced sensitivity to neutral sounds in preattentive processing among panic patients","Zheng Y, Li R, Guo H, Li J, Zhang H, Liu X, Pang X, Zhang B, Shen H, Chang Y.","J Affect Disord. 2019 May 1;250:204-209. doi: 10.1016/j.jad.2019.03.019. Epub 2019 Mar 5.","Zheng Y","J Affect Disord","2019","2019/03/15","","","10.1016/j.jad.2019.03.019"
"30776528","I feel what I do: Relating interoceptive processes and reward-related behavior","Marshall AC, Gentsch A, Blum AL, Broering C, Schütz-Bosbach S.","Neuroimage. 2019 May 1;191:315-324. doi: 10.1016/j.neuroimage.2019.02.032. Epub 2019 Feb 16.","Marshall AC","Neuroimage","2019","2019/02/19","","","10.1016/j.neuroimage.2019.02.032"
"30742980","Investigating the variability of cardiac pulse artifacts across heartbeats in simultaneous EEG-fMRI recordings: A 7T study","Jorge J, Bouloc C, Bréchet L, Michel CM, Gruetter R.","Neuroimage. 2019 May 1;191:21-35. doi: 10.1016/j.neuroimage.2019.02.021. Epub 2019 Feb 8.","Jorge J","Neuroimage","2019","2019/02/12","","","10.1016/j.neuroimage.2019.02.021"
"30739843","Increased heartbeat-evoked potential during REM sleep in nightmare disorder","Perogamvros L, Park HD, Bayer L, Perrault AA, Blanke O, Schwartz S.","Neuroimage Clin. 2019;22:101701. doi: 10.1016/j.nicl.2019.101701. Epub 2019 Jan 29.","Perogamvros L","Neuroimage Clin","2019","2019/02/12","PMC6370851","","10.1016/j.nicl.2019.101701"
"30738205","Neural responses to heartbeats distinguish self from other during imagination","Babo-Rebelo M, Buot A, Tallon-Baudry C.","Neuroimage. 2019 May 1;191:10-20. doi: 10.1016/j.neuroimage.2019.02.012. Epub 2019 Feb 7.","Babo-Rebelo M","Neuroimage","2019","2019/02/10","PMC6503945","","10.1016/j.neuroimage.2019.02.012"
"30674995","Sad faces increase the heartbeat-associated interoceptive information flow within the salience network: a MEG study","Kim J, Park HD, Kim KW, Shin DW, Lim S, Kwon H, Kim MY, Kim K, Jeong B.","Sci Rep. 2019 Jan 23;9(1):430. doi: 10.1038/s41598-018-36498-7.","Kim J","Sci Rep","2019","2019/01/25","PMC6344475","","10.1038/s41598-018-36498-7"
"30610654","Phenomenal, bodily and brain correlates of fictional reappraisal as an implicit emotion regulation strategy","Makowski D, Sperduti M, Pelletier J, Blondé P, La Corte V, Arcangeli M, Zalla T, Lemaire S, Dokic J, Nicolas S, Piolino P.","Cogn Affect Behav Neurosci. 2019 Aug;19(4):877-897. doi: 10.3758/s13415-018-00681-0.","Makowski D","Cogn Affect Behav Neurosci","2019","2019/01/06","","","10.3758/s13415-018-00681-0"
"30476520","Sympathetic responding to unconditioned stimuli predicts subsequent threat expectancy, orienting, and visuocortical bias in human aversive Pavlovian conditioning","Gruss LF, Keil A.","Biol Psychol. 2019 Jan;140:64-74. doi: 10.1016/j.biopsycho.2018.11.009. Epub 2018 Nov 23.","Gruss LF","Biol Psychol","2019","2018/11/27","PMC6343857","NIHMS1515413","10.1016/j.biopsycho.2018.11.009"
"30472370","Focus of attention modulates the heartbeat evoked potential","Petzschner FH, Weber LA, Wellstein KV, Paolini G, Do CT, Stephan KE.","Neuroimage. 2019 Feb 1;186:595-606. doi: 10.1016/j.neuroimage.2018.11.037. Epub 2018 Nov 22.","Petzschner FH","Neuroimage","2019","2018/11/26","","","10.1016/j.neuroimage.2018.11.037"
"30303838","Late Awakening in Survivors of Postanoxic Coma: Early Neurophysiologic Predictors and Association With ICU and Long-Term Neurologic Recovery","Rey A, Rossetti AO, Miroz JP, Eckert P, Oddo M.","Crit Care Med. 2019 Jan;47(1):85-92. doi: 10.1097/CCM.0000000000003470.","Rey A","Crit Care Med","2019","2018/10/11","","","10.1097/CCM.0000000000003470"
"30296402","High-intensity interval exercise impairs neuroelectric indices of reinforcement-learning","Walsh JJ, Colino FL, Krigolson OE, Luehr S, Gurd BJ, Tschakovsky ME.","Physiol Behav. 2019 Jan 1;198:18-26. doi: 10.1016/j.physbeh.2018.10.005. Epub 2018 Oct 5.","Walsh JJ","Physiol Behav","2019","2018/10/09","","","10.1016/j.physbeh.2018.10.005"
"30290212","The relationship between social anxiety and heartbeat evoked potential amplitude","Judah MR, Shurkova EY, Hager NM, White EJ, Taylor DL, Grant DM.","Biol Psychol. 2018 Nov;139:1-7. doi: 10.1016/j.biopsycho.2018.09.013. Epub 2018 Oct 2.","Judah MR","Biol Psychol","2018","2018/10/06","","","10.1016/j.biopsycho.2018.09.013"
"30267020","Excitability regulation in the dorsomedial prefrontal cortex during sustained instructed fear responses: a TMS-EEG study","Gonzalez-Escamilla G, Chirumamilla VC, Meyer B, Bonertz T, von Grotthus S, Vogt J, Stroh A, Horstmann JP, Tüscher O, Kalisch R, Muthuraman M, Groppa S.","Sci Rep. 2018 Sep 28;8(1):14506. doi: 10.1038/s41598-018-32781-9.","Gonzalez-Escamilla G","Sci Rep","2018","2018/09/30","PMC6162240","","10.1038/s41598-018-32781-9"
"30188809","A Wearable Multi-Modal Bio-Sensing System Towards Real-World Applications","Siddharth, Patel AN, Jung TP, Sejnowski TJ.","IEEE Trans Biomed Eng. 2019 Apr;66(4):1137-1147. doi: 10.1109/TBME.2018.2868759. Epub 2018 Sep 4.","Siddharth","IEEE Trans Biomed Eng","2019","2018/09/07","","","10.1109/TBME.2018.2868759"
"30159945","Affective interoceptive inference: Evidence from heart-beat evoked brain potentials","Gentsch A, Sel A, Marshall AC, Schütz-Bosbach S.","Hum Brain Mapp. 2019 Jan;40(1):20-33. doi: 10.1002/hbm.24352. Epub 2018 Aug 30.","Gentsch A","Hum Brain Mapp","2019","2018/08/31","PMC6865546","","10.1002/hbm.24352"
"30148395","Effects of early adversity on neural mechanisms of distractor suppression are mediated by sympathetic nervous system activity in preschool-aged children","Giuliano RJ, Karns CM, Roos LE, Bell TA, Petersen S, Skowron EA, Neville HJ, Pakulak E.","Dev Psychol. 2018 Sep;54(9):1674-1686. doi: 10.1037/dev0000499.","Giuliano RJ","Dev Psychol","2018","2018/08/28","","","10.1037/dev0000499"
"30114382","CARE-rCortex: A Matlab toolbox for the analysis of CArdio-REspiratory-related activity in the Cortex","Grosselin F, Navarro-Sune X, Raux M, Similowski T, Chavez M.","J Neurosci Methods. 2018 Oct 1;308:309-316. doi: 10.1016/j.jneumeth.2018.08.011. Epub 2018 Aug 13.","Grosselin F","J Neurosci Methods","2018","2018/08/17","","","10.1016/j.jneumeth.2018.08.011"
"30076770","Altered neural signatures of interoception in multiple sclerosis","Salamone PC, Esteves S, Sinay VJ, García-Cordero I, Abrevaya S, Couto B, Adolfi F, Martorell M, Petroni A, Yoris A, Torquati K, Alifano F, Legaz A, Cassará FP, Bruno D, Kemp AH, Herrera E, García AM, Ibáñez A, Sedeño L.","Hum Brain Mapp. 2018 Dec;39(12):4743-4754. doi: 10.1002/hbm.24319. Epub 2018 Aug 4.","Salamone PC","Hum Brain Mapp","2018","2018/08/05","PMC6866398","","10.1002/hbm.24319"
"30056746","P300 and Heart Rate Variability Recorded Simultaneously in Meditation","Telles S, Singh D, Naveen KV, Pailoor S, Singh N, Pathak S.","Clin EEG Neurosci. 2019 May;50(3):161-171. doi: 10.1177/1550059418790717. Epub 2018 Jul 30.","Telles S","Clin EEG Neurosci","2019","2018/07/31","","","10.1177/1550059418790717"
"29990070","40-Hz ASSR for Measuring Depth of Anaesthesia During Induction Phase","Haghighi SJ, Komeili M, Hatzinakos D, Beheiry HE.","IEEE J Biomed Health Inform. 2018 Nov;22(6):1871-1882. doi: 10.1109/JBHI.2017.2778140. Epub 2017 Nov 28.","Haghighi SJ","IEEE J Biomed Health Inform","2018","2018/07/11","","","10.1109/JBHI.2017.2778140"
"29944962","Interoception is associated with heartbeat-evoked brain potentials (HEPs) in adolescents","Mai S, Wong CK, Georgiou E, Pollatos O.","Biol Psychol. 2018 Sep;137:24-33. doi: 10.1016/j.biopsycho.2018.06.007. Epub 2018 Jun 23.","Mai S","Biol Psychol","2018","2018/06/27","","","10.1016/j.biopsycho.2018.06.007"
"29935584","Nociceptive activation in spinal cord and brain persists during deep general anaesthesia","Lichtner G, Auksztulewicz R, Velten H, Mavrodis D, Scheel M, Blankenburg F, von Dincklage F.","Br J Anaesth. 2018 Jul;121(1):291-302. doi: 10.1016/j.bja.2018.03.031.","Lichtner G","Br J Anaesth","2018","2018/06/25","","","10.1016/j.bja.2018.03.031"
"29929061","Hypervigilance during anxiety and selective attention during fear: Using steady-state visual evoked potentials (ssVEPs) to disentangle attention mechanisms during predictable and unpredictable threat","Kastner-Dorn AK, Andreatta M, Pauli P, Wieser MJ.","Cortex. 2018 Sep;106:120-131. doi: 10.1016/j.cortex.2018.05.008. Epub 2018 May 21.","Kastner-Dorn AK","Cortex","2018","2018/06/22","","","10.1016/j.cortex.2018.05.008"
"29915337","Cardio-visual full body illusion alters bodily self-consciousness and tactile processing in somatosensory cortex","Heydrich L, Aspell JE, Marillier G, Lavanchy T, Herbelin B, Blanke O.","Sci Rep. 2018 Jun 18;8(1):9230. doi: 10.1038/s41598-018-27698-2.","Heydrich L","Sci Rep","2018","2018/06/20","PMC6006256","","10.1038/s41598-018-27698-2"
"29868834","Cardiac interoceptive learning is modulated by emotional valence perceived from facial expressions","Marshall AC, Gentsch A, Schröder L, Schütz-Bosbach S.","Soc Cogn Affect Neurosci. 2018 Sep 4;13(7):677-686. doi: 10.1093/scan/nsy042.","Marshall AC","Soc Cogn Affect Neurosci","2018","2018/06/06","PMC6121145","","10.1093/scan/nsy042"
"29782969","Electroencephalographic and cardiovascular markers of vulnerability within families of suicidal adolescents: A pilot study","Kaufman EA, Crowell SE, Coleman J, Puzia ME, Gray DD, Strayer DL.","Biol Psychol. 2018 Jul;136:46-56. doi: 10.1016/j.biopsycho.2018.05.007. Epub 2018 May 18.","Kaufman EA","Biol Psychol","2018","2018/05/22","","","10.1016/j.biopsycho.2018.05.007"
"29782873","Sleep divergently affects cognitive and automatic emotional response in children","Bolinger E, Born J, Zinke K.","Neuropsychologia. 2018 Aug;117:84-91. doi: 10.1016/j.neuropsychologia.2018.05.015. Epub 2018 May 19.","Bolinger E","Neuropsychologia","2018","2018/05/22","","","10.1016/j.neuropsychologia.2018.05.015"
"29742028","Learning by heart: cardiac cycle reveals an effective time window for learning","Waselius T, Wikgren J, Halkola H, Penttonen M, Nokia MS.","J Neurophysiol. 2018 Aug 1;120(2):830-838. doi: 10.1152/jn.00128.2018. Epub 2018 May 9.","Waselius T","J Neurophysiol","2018","2018/05/10","","","10.1152/jn.00128.2018"
"29715704","Benefits and Risks of Prophylactic Cerebrospinal Fluid Catheter and Evoked Potential Monitoring in Symptomatic Spinal Cord Ischemia Low-Risk Thoracic Endovascular Aortic Repair","Maier S, Shcherbakova M, Beyersdorf F, Benk C, Kari FA, Siepe M, Czerny M, Rylski B.","Thorac Cardiovasc Surg. 2019 Aug;67(5):379-384. doi: 10.1055/s-0038-1642611. Epub 2018 May 1.","Maier S","Thorac Cardiovasc Surg","2019","2018/05/02","","","10.1055/s-0038-1642611"
"29693214","Transcutaneous vagus nerve stimulation (tVNS) enhances conflict-triggered adjustment of cognitive control","Fischer R, Ventura-Bort C, Hamm A, Weymar M.","Cogn Affect Behav Neurosci. 2018 Aug;18(4):680-693. doi: 10.3758/s13415-018-0596-2.","Fischer R","Cogn Affect Behav Neurosci","2018","2018/04/26","","","10.3758/s13415-018-0596-2"
"29624675","Parasympathetic and sympathetic activity are associated with individual differences in neural indices of selective attention in adults","Giuliano RJ, Karns CM, Bell TA, Petersen S, Skowron EA, Neville HJ, Pakulak E.","Psychophysiology. 2018 Aug;55(8):e13079. doi: 10.1111/psyp.13079. Epub 2018 Apr 6.","Giuliano RJ","Psychophysiology","2018","2018/04/07","","","10.1111/psyp.13079"
"29596153","The neural underpinnings of music listening under different attention conditions","Jäncke L, Leipold S, Burkhard A.","Neuroreport. 2018 May 2;29(7):594-604. doi: 10.1097/WNR.0000000000001019.","Jäncke L","Neuroreport","2018","2018/03/30","","","10.1097/WNR.0000000000001019"
"29525680","I see neither your Fear, nor your Sadness - Interoception in adolescents","Georgiou E, Mai S, Fernandez KC, Pollatos O.","Conscious Cogn. 2018 Apr;60:52-61. doi: 10.1016/j.concog.2018.02.011.","Georgiou E","Conscious Cogn","2018","2018/03/12","","","10.1016/j.concog.2018.02.011"
"29447999","Late heartbeat-evoked potentials are associated with survival after cardiac arrest","Schulz A, Stammet P, Dierolf AM, Vögele C, Beyenburg S, Werer C, Devaux Y.","Resuscitation. 2018 May;126:7-13. doi: 10.1016/j.resuscitation.2018.02.009. Epub 2018 Feb 12.","Schulz A","Resuscitation","2018","2018/02/16","","","10.1016/j.resuscitation.2018.02.009"
"29382555","Reliability and robustness of feedback-evoked brain-heart coupling after placebo, dopamine, and noradrenaline challenge","Lueckel M, Panitz C, Nater UM, Mueller EM.","Int J Psychophysiol. 2018 Oct;132(Pt B):298-310. doi: 10.1016/j.ijpsycho.2018.01.010. Epub 2018 Jan 31.","Lueckel M","Int J Psychophysiol","2018","2018/02/01","","","10.1016/j.ijpsycho.2018.01.010"
"29271093","Multilevel convergence of interoceptive impairments in hypertension: New evidence of disrupted body-brain interactions","Yoris A, Abrevaya S, Esteves S, Salamone P, Lori N, Martorell M, Legaz A, Alifano F, Petroni A, Sánchez R, Sedeño L, García AM, Ibáñez A.","Hum Brain Mapp. 2018 Apr;39(4):1563-1581. doi: 10.1002/hbm.23933. Epub 2017 Dec 21.","Yoris A","Hum Brain Mapp","2018","2017/12/23","PMC6866355","","10.1002/hbm.23933"
"29199079","Nociceptive Cortical Activity Is Dissociated from Nociceptive Behavior in Newborn Human Infants under Stress","Jones L, Fabrizi L, Laudiano-Dray M, Whitehead K, Meek J, Verriotis M, Fitzgerald M.","Curr Biol. 2017 Dec 18;27(24):3846-3851.e3. doi: 10.1016/j.cub.2017.10.063. Epub 2017 Nov 30.","Jones L","Curr Biol","2017","2017/12/05","PMC5742634","","10.1016/j.cub.2017.10.063"
"29184095","Exteroceptive expectations modulate interoceptive processing: repetition-suppression effects for visual and heartbeat evoked potentials","Marshall AC, Gentsch A, Jelinčić V, Schütz-Bosbach S.","Sci Rep. 2017 Nov 28;7(1):16525. doi: 10.1038/s41598-017-16595-9.","Marshall AC","Sci Rep","2017","2017/11/30","PMC5705640","","10.1038/s41598-017-16595-9"
"29097660","Acute Psychological Stress Disrupts Attentional Bias to Threat-Related Stimuli","Jiang C, Buchanan TW, Yao Z, Zhang K, Wu J, Zhang L.","Sci Rep. 2017 Nov 6;7(1):14607. doi: 10.1038/s41598-017-14138-w.","Jiang C","Sci Rep","2017","2017/11/04","PMC5668362","","10.1038/s41598-017-14138-w"
"29089235","Transcranial magnetic stimulation modulation of corticospinal excitability by targeting cortical I-waves with biphasic paired-pulses","Kallioniemi E, Savolainen P, Järnefelt G, Koskenkorva P, Karhu J, Julkunen P.","Brain Stimul. 2018 Mar-Apr;11(2):322-326. doi: 10.1016/j.brs.2017.10.014. Epub 2017 Oct 20.","Kallioniemi E","Brain Stimul","2018","2017/11/02","","","10.1016/j.brs.2017.10.014"
"29053180","Infant Visual Attention and Stimulus Repetition Effects on Object Recognition","Reynolds GD, Richards JE.","Child Dev. 2019 Jul;90(4):1027-1042. doi: 10.1111/cdev.12982. Epub 2017 Oct 20.","Reynolds GD","Child Dev","2019","2017/10/21","PMC5910295","NIHMS908477","10.1111/cdev.12982"
"29028955","Gamma-Band Oscillations Preferential for Nociception can be Recorded in the Human Insula","Liberati G, Klöcker A, Algoet M, Mulders D, Maia Safronova M, Ferrao Santos S, Ribeiro Vaz JG, Raftopoulos C, Mouraux A.","Cereb Cortex. 2018 Oct 1;28(10):3650-3664. doi: 10.1093/cercor/bhx237.","Liberati G","Cereb Cortex","2018","2017/10/14","PMC6366557","EMS81577","10.1093/cercor/bhx237"
"28972124","Activity Patterns Elicited by Airflow in the Olfactory Bulb and Their Possible Functions","Wu R, Liu Y, Wang L, Li B, Xu F.","J Neurosci. 2017 Nov 1;37(44):10700-10711. doi: 10.1523/JNEUROSCI.2210-17.2017. Epub 2017 Oct 2.","Wu R","J Neurosci","2017","2017/10/04","PMC6596515","","10.1523/JNEUROSCI.2210-17.2017"
"28947266","Dynamics of defensive response mobilization during repeated terminations of exposure to increasing interoceptive threat","Benke C, Krause E, Hamm AO, Pané-Farré CA.","Int J Psychophysiol. 2018 Sep;131:44-56. doi: 10.1016/j.ijpsycho.2017.09.013. Epub 2017 Sep 23.","Benke C","Int J Psychophysiol","2018","2017/09/27","","","10.1016/j.ijpsycho.2017.09.013"
"28927724","Empirical evidence for the relationship between cognitive workload and attentional reserve","Jaquess KJ, Gentili RJ, Lo LC, Oh H, Zhang J, Rietschel JC, Miller MW, Tan YY, Hatfield BD.","Int J Psychophysiol. 2017 Nov;121:46-55. doi: 10.1016/j.ijpsycho.2017.09.007. Epub 2017 Sep 18.","Jaquess KJ","Int J Psychophysiol","2017","2017/09/21","","","10.1016/j.ijpsycho.2017.09.007"
"28892566","Brain-heart interactions reveal consciousness in noncommunicating patients","Raimondo F, Rohaut B, Demertzi A, Valente M, Engemann DA, Salti M, Fernandez Slezak D, Naccache L, Sitt JD.","Ann Neurol. 2017 Oct;82(4):578-591. doi: 10.1002/ana.25045. Epub 2017 Oct 11.","Raimondo F","Ann Neurol","2017","2017/09/12","","","10.1002/ana.25045"
"28778551","Brain responses and self-reported indices of interoception: Heartbeat evoked potentials are inversely associated with worrying about body sensations","Baranauskas M, Grabauskaitė A, Griškova-Bulanova I.","Physiol Behav. 2017 Oct 15;180:1-7. doi: 10.1016/j.physbeh.2017.07.032. Epub 2017 Aug 1.","Baranauskas M","Physiol Behav","2017","2017/08/06","","","10.1016/j.physbeh.2017.07.032"
"28769749","Attention, in and Out: Scalp-Level and Intracranial EEG Correlates of Interoception and Exteroception","García-Cordero I, Esteves S, Mikulan EP, Hesse E, Baglivo FH, Silva W, García MDC, Vaucheret E, Ciraolo C, García HS, Adolfi F, Pietto M, Herrera E, Legaz A, Manes F, García AM, Sigman M, Bekinschtein TA, Ibáñez A, Sedeño L.","Front Neurosci. 2017 Jul 19;11:411. doi: 10.3389/fnins.2017.00411. eCollection 2017.","García-Cordero I","Front Neurosci","2017","2017/08/04","PMC5515904","","10.3389/fnins.2017.00411"
"28700538","Autonomic responses to tonic pain are more closely related to stimulus intensity than to pain intensity","Nickel MM, May ES, Tiemann L, Postorino M, Ta Dinh S, Ploner M.","Pain. 2017 Nov;158(11):2129-2136. doi: 10.1097/j.pain.0000000000001010.","Nickel MM","Pain","2017","2017/07/13","","","10.1097/j.pain.0000000000001010"
"28669917","Interoceptive signals impact visual processing: Cardiac modulation of visual body perception","Ronchi R, Bernasconi F, Pfeiffer C, Bello-Ruiz J, Kaliuzhna M, Blanke O.","Neuroimage. 2017 Sep;158:176-185. doi: 10.1016/j.neuroimage.2017.06.064. Epub 2017 Jun 29.","Ronchi R","Neuroimage","2017","2017/07/04","","","10.1016/j.neuroimage.2017.06.064"
"28591822","Neural Sources and Underlying Mechanisms of Neural Responses to Heartbeats, and their Role in Bodily Self-consciousness: An Intracranial EEG Study","Park HD, Bernasconi F, Salomon R, Tallon-Baudry C, Spinelli L, Seeck M, Schaller K, Blanke O.","Cereb Cortex. 2018 Jul 1;28(7):2351-2364. doi: 10.1093/cercor/bhx136.","Park HD","Cereb Cortex","2018","2017/06/08","","","10.1093/cercor/bhx136"
"28560781","Attending to the heart is associated with posterior alpha band increase and a reduction in sensitivity to concurrent visual stimuli","Villena-González M, Moënne-Loccoz C, Lagos RA, Alliende LM, Billeke P, Aboitiz F, López V, Cosmelli D.","Psychophysiology. 2017 Oct;54(10):1483-1497. doi: 10.1111/psyp.12894. Epub 2017 May 31.","Villena-González M","Psychophysiology","2017","2017/06/01","","","10.1111/psyp.12894"
"28539079","A cognitive stressor for event-related potential studies: the Portland arithmetic stress task","Atchley R, Ellingson R, Klee D, Memmott T, Oken B.","Stress. 2017 May;20(3):277-284. doi: 10.1080/10253890.2017.1335300. Epub 2017 Jun 19.","Atchley R","Stress","2017","2017/05/26","PMC5983890","NIHMS970005","10.1080/10253890.2017.1335300"
"28497927","The potential role of pain-related SSEPs in the early prognostication of long-term functional outcome in post-anoxic coma","Del Felice A, Bargellesi S, Linassi F, Scarpa B, Formaggio E, Boldrini P, Masiero S, Zanatta P.","Eur J Phys Rehabil Med. 2017 Dec;53(6):883-891. doi: 10.23736/S1973-9087.17.04303-9. Epub 2017 May 12.","Del Felice A","Eur J Phys Rehabil Med","2017","2017/05/13","","","10.23736/S1973-9087.17.04303-9"
"28470675","Early prediction of coma recovery after cardiac arrest with blinded pupillometry","Solari D, Rossetti AO, Carteron L, Miroz JP, Novy J, Eckert P, Oddo M.","Ann Neurol. 2017 Jun;81(6):804-810. doi: 10.1002/ana.24943. Epub 2017 Jun 2.","Solari D","Ann Neurol","2017","2017/05/05","","","10.1002/ana.24943"
"28406812","Electroencephalography Predicts Poor and Good Outcomes After Cardiac Arrest: A Two-Center Study","Rossetti AO, Tovar Quiroga DF, Juan E, Novy J, White RD, Ben-Hamouda N, Britton JW, Oddo M, Rabinstein AA.","Crit Care Med. 2017 Jul;45(7):e674-e682. doi: 10.1097/CCM.0000000000002337.","Rossetti AO","Crit Care Med","2017","2017/04/14","","","10.1097/CCM.0000000000002337"
"28244001","Relating Clinical and Electrophysiological Parameters in Death Determination in a Laboratory Model of Progressive Hypoxemia","Park E, Liu E, Shemie SD, Baker AJ.","Neurocrit Care. 2018 Feb;28(1):133-141. doi: 10.1007/s12028-017-0382-y.","Park E","Neurocrit Care","2018","2017/03/01","","","10.1007/s12028-017-0382-y"
"28160751","Pain perception in patients with chronic disorders of consciousness: What can limbic system tell us?","Calabrò RS, Naro A, Manuli A, Leo A, De Luca R, Lo Buono V, Russo M, Bramanti A, Bramanti P.","Clin Neurophysiol. 2017 Mar;128(3):454-462. doi: 10.1016/j.clinph.2016.12.011. Epub 2016 Dec 29.","Calabrò RS","Clin Neurophysiol","2017","2017/02/05","","","10.1016/j.clinph.2016.12.011"
"28089714","Effects of touch on emotional face processing: A study of event-related potentials, facial EMG and cardiac activity","Spapé MM, Harjunen V, Ravaja N.","Biol Psychol. 2017 Mar;124:1-10. doi: 10.1016/j.biopsycho.2017.01.002. Epub 2017 Jan 12.","Spapé MM","Biol Psychol","2017","2017/01/17","","","10.1016/j.biopsycho.2017.01.002"
"28080963","Is the cardiac monitoring function related to the self in both the default network and right anterior insula?","Babo-Rebelo M, Wolpert N, Adam C, Hasboun D, Tallon-Baudry C.","Philos Trans R Soc Lond B Biol Sci. 2016 Nov 19;371(1708):20160004. doi: 10.1098/rstb.2016.0004. Epub 2016 Oct 10.","Babo-Rebelo M","Philos Trans R Soc Lond B Biol Sci","2016","2017/01/13","PMC5062094","","10.1098/rstb.2016.0004"
"27708614","Diving Response in Rats: Role of the Subthalamic Vasodilator Area","Golanov EV, Shiflett JM, Britz GW.","Front Neurol. 2016 Sep 21;7:157. doi: 10.3389/fneur.2016.00157. eCollection 2016.","Golanov EV","Front Neurol","2016","2016/10/07","PMC5030511","","10.3389/fneur.2016.00157"
"27634787","I Keep a Close Watch on This Heart of Mine: Increased Interoception in Insomnia","Wei Y, Ramautar JR, Colombo MA, Stoffers D, Gómez-Herrero G, van der Meijden WP, Te Lindert BH, van der Werf YD, Van Someren EJ.","Sleep. 2016 Dec 1;39(12):2113-2124. doi: 10.5665/sleep.6308.","Wei Y","Sleep","2016","2016/09/17","PMC5103799","","10.5665/sleep.6308"
"27573986","Electrophysiological and Behavioral Outcomes of Berard Auditory Integration Training (AIT) in Children with Autism Spectrum Disorder","Sokhadze EM, Casanova MF, Tasman A, Brockett S.","Appl Psychophysiol Biofeedback. 2016 Dec;41(4):405-420. doi: 10.1007/s10484-016-9343-z.","Sokhadze EM","Appl Psychophysiol Biofeedback","2016","2016/08/31","","","10.1007/s10484-016-9343-z"
"27511016","Transient Modulations of Neural Responses to Heartbeats Covary with Bodily Self-Consciousness","Park HD, Bernasconi F, Bello-Ruiz J, Pfeiffer C, Salomon R, Blanke O.","J Neurosci. 2016 Aug 10;36(32):8453-60. doi: 10.1523/JNEUROSCI.0311-16.2016.","Park HD","J Neurosci","2016","2016/08/12","PMC6601861","","10.1523/JNEUROSCI.0311-16.2016"
"27466329","Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts","Babo-Rebelo M, Richter CG, Tallon-Baudry C.","J Neurosci. 2016 Jul 27;36(30):7829-40. doi: 10.1523/JNEUROSCI.0262-16.2016.","Babo-Rebelo M","J Neurosci","2016","2016/07/29","PMC4961773","","10.1523/JNEUROSCI.0262-16.2016"
"27445083","The occurrence of individual slow waves in sleep is predicted by heart rate","Mensen A, Zhang Z, Qi M, Khatami R.","Sci Rep. 2016 Jul 22;6:29671. doi: 10.1038/srep29671.","Mensen A","Sci Rep","2016","2016/07/23","PMC4957222","","10.1038/srep29671"
"27404234","What makes medical students better listeners?","De Meo R, Matusz PJ, Knebel JF, Murray MM, Thompson WR, Clarke S.","Curr Biol. 2016 Jul 11;26(13):R519-R520. doi: 10.1016/j.cub.2016.05.024.","De Meo R","Curr Biol","2016","2016/07/13","","","10.1016/j.cub.2016.05.024"
"27217109","Performance monitoring during a minimal group manipulation","Pfabigan DM, Holzner MT, Lamm C.","Soc Cogn Affect Neurosci. 2016 Oct;11(10):1560-8. doi: 10.1093/scan/nsw071. Epub 2016 May 20.","Pfabigan DM","Soc Cogn Affect Neurosci","2016","2016/05/25","PMC5040912","","10.1093/scan/nsw071"
"27194564","Neural response patterns in spider, blood-injection-injury and social fearful individuals: new insights from a simultaneous EEG/ECG-fMRI study","Michałowski JM, Matuszewski J, Droździel D, Koziejowski W, Rynkiewicz A, Jednoróg K, Marchewka A.","Brain Imaging Behav. 2017 Jun;11(3):829-845. doi: 10.1007/s11682-016-9557-y.","Michałowski JM","Brain Imaging Behav","2017","2016/05/20","","","10.1007/s11682-016-9557-y"
"27171616","Electrophysiological approaches to noise sensitivity","Shepherd D, Hautus MJ, Lee SY, Mulgrew J.","J Clin Exp Neuropsychol. 2016 Oct;38(8):900-12. doi: 10.1080/13803395.2016.1176995. Epub 2016 May 12.","Shepherd D","J Clin Exp Neuropsychol","2016","2016/05/13","","","10.1080/13803395.2016.1176995"
"27165337","Thumbs up or thumbs down? Effects of neuroticism and depressive symptoms on psychophysiological responses to social evaluation in healthy students","van der Veen FM, van der Molen MJ, van der Molen MW, Franken IH.","Cogn Affect Behav Neurosci. 2016 Oct;16(5):836-47. doi: 10.3758/s13415-016-0435-2.","van der Veen FM","Cogn Affect Behav Neurosci","2016","2016/05/12","PMC5018028","","10.3758/s13415-016-0435-2"
"27159263","Effects of interstimulus intervals on behavioral, heart rate, and event-related potential indices of infant engagement and sustained attention","Xie W, Richards JE.","Psychophysiology. 2016 Aug;53(8):1128-42. doi: 10.1111/psyp.12670. Epub 2016 May 9.","Xie W","Psychophysiology","2016","2016/05/10","PMC4949138","NIHMS788809","10.1111/psyp.12670"
